0	0	1
0	86	1
0	91	1
0	375	2
0	376	1
0	379	2
0	411	2
0	2342	2
0	2463	1
0	2562	1
0	3429	2
0	4007	1
0	5205	1
0	8765	3
0	13527	2
0	14626	2
0	61797	2
0	73496	1
0	82704	1
1	0	1
1	73	1
1	111	5
1	139	1
1	141	1
1	278	2
1	283	1
1	377	1
1	411	1
1	503	1
1	546	1
1	585	3
1	641	1
1	749	1
1	772	1
1	905	1
1	906	1
1	1536	1
1	1665	2
1	2411	2
1	2412	1
1	2541	1
1	2683	1
1	3252	1
1	3272	1
1	3427	1
1	3879	1
1	3958	1
1	4700	1
1	4738	1
1	7014	2
1	12286	1
1	12874	1
1	24382	1
1	45877	1
1	50136	1
1	177458	1
2	0	1
2	672	1
2	1513	1
2	3920	1
2	25056	1
2	111048	1
2	114156	1
3	0	1
3	38	2
3	53	2
3	85	2
3	91	2
3	98	2
3	111	6
3	140	1
3	261	2
3	585	4
3	778	2
3	1228	2
3	2341	2
3	2380	3
3	2398	1
3	3344	1
3	3885	1
3	5422	1
3	8765	2
3	8951	1
3	9276	14
3	17973	2
3	19302	2
3	23095	1
3	28660	1
3	28661	1
3	59268	3
3	253881	1
3	254139	15
3	257263	1
3	257264	1
4	0	1
4	53	1
4	85	2
4	91	2
4	98	2
4	111	4
4	261	2
4	464	1
4	585	3
4	966	1
4	1509	1
4	2380	3
4	2398	1
4	2933	1
4	5422	1
4	6830	1
4	9863	2
4	14296	1
4	17973	2
4	19302	2
4	28943	1
4	45132	1
4	59268	3
4	76936	1
4	254139	1
4	257265	1
5	0	1
5	11	3
5	26	1
5	201	1
5	266	1
5	374	1
5	416	1
5	524	1
5	580	1
5	697	1
5	733	1
5	1172	1
5	2254	1
5	2279	1
5	2632	1
5	2801	1
5	4126	1
5	4317	2
5	4422	1
5	6269	1
5	7534	1
5	12432	1
5	14789	1
5	15270	1
5	20194	1
5	71983	1
5	258452	1
5	258453	1
6	0	1
6	5	1
6	11	4
6	83	1
6	111	2
6	247	2
6	278	1
6	283	1
6	424	6
6	492	1
6	506	3
6	520	4
6	753	2
6	905	1
6	957	1
6	997	2
6	1089	1
6	1107	4
6	1270	3
6	1536	1
6	1540	1
6	1567	3
6	2146	1
6	2229	1
6	2978	4
6	3014	1
6	3862	2
6	4124	3
6	4329	1
6	4559	1
6	4640	3
6	5787	4
6	6159	2
6	11739	1
6	11803	3
6	12042	1
6	12937	1
6	18898	5
6	22365	4
6	24677	1
6	29625	2
6	40067	1
6	171839	1
6	171840	1
6	171841	1
6	171842	1
6	189366	1
6	189367	1
7	0	1
7	11	1
7	26	1
7	36	2
7	51	1
7	64	1
7	86	1
7	101	1
7	112	3
7	157	2
7	172	5
7	183	1
7	187	2
7	204	7
7	214	2
7	226	3
7	228	3
7	256	4
7	265	11
7	267	1
7	272	1
7	278	2
7	281	1
7	287	1
7	290	4
7	292	1
7	294	1
7	296	6
7	299	1
7	314	1
7	319	1
7	332	1
7	394	1
7	419	1
7	428	1
7	476	1
7	526	2
7	530	1
7	534	2
7	566	1
7	567	2
7	583	3
7	585	3
7	603	1
7	604	6
7	610	1
7	612	1
7	624	1
7	635	1
7	656	1
7	659	1
7	663	1
7	669	1
7	675	3
7	677	1
7	682	1
7	683	1
7	685	1
7	743	1
7	749	1
7	751	2
7	778	1
7	794	1
7	806	1
7	808	3
7	811	1
7	818	1
7	824	1
7	852	1
7	855	8
7	856	9
7	860	4
7	864	3
7	874	1
7	876	1
7	878	2
7	881	2
7	898	1
7	905	1
7	911	4
7	933	9
7	977	1
7	988	2
7	997	1
7	1002	3
7	1024	7
7	1028	1
7	1033	2
7	1037	2
7	1054	3
7	1055	2
7	1064	4
7	1087	1
7	1114	1
7	1132	1
7	1156	1
7	1166	4
7	1171	1
7	1172	1
7	1174	1
7	1176	3
7	1189	1
7	1204	1
7	1210	2
7	1223	2
7	1245	1
7	1261	1
7	1270	1
7	1275	3
7	1380	7
7	1386	2
7	1388	1
7	1446	1
7	1452	2
7	1454	2
7	1517	2
7	1518	7
7	1536	1
7	1573	1
7	1603	1
7	1615	2
7	1645	1
7	1648	2
7	1660	1
7	1706	1
7	1710	1
7	1734	1
7	1923	1
7	1925	1
7	1941	1
7	1943	1
7	1977	1
7	2063	1
7	2098	1
7	2113	1
7	2117	1
7	2130	1
7	2131	1
7	2136	1
7	2146	1
7	2152	10
7	2153	12
7	2155	1
7	2173	1
7	2178	2
7	2184	2
7	2185	2
7	2187	2
7	2188	7
7	2201	1
7	2213	1
7	2214	1
7	2243	1
7	2249	1
7	2279	1
7	2287	1
7	2307	2
7	2346	1
7	2422	1
7	2433	2
7	2471	1
7	2482	1
7	2543	3
7	2562	1
7	2595	1
7	2596	2
7	2623	2
7	2653	3
7	2663	6
7	2666	3
7	2680	1
7	2709	4
7	2731	1
7	2733	11
7	2735	2
7	2772	1
7	2798	3
7	2803	1
7	2811	1
7	2845	1
7	2862	3
7	2985	1
7	3030	1
7	3036	1
7	3049	1
7	3052	1
7	3070	1
7	3073	1
7	3198	1
7	3209	3
7	3217	1
7	3252	1
7	3261	1
7	3295	2
7	3393	1
7	3438	1
7	3523	4
7	3531	17
7	3574	1
7	3622	1
7	3626	1
7	3627	1
7	3639	4
7	3668	1
7	3697	1
7	3707	1
7	3728	1
7	3752	1
7	3775	1
7	3777	1
7	3846	1
7	3922	9
7	3928	1
7	3941	1
7	3962	1
7	3994	1
7	4070	1
7	4079	1
7	4098	4
7	4124	1
7	4126	1
7	4142	2
7	4189	1
7	4217	1
7	4245	1
7	4248	3
7	4299	1
7	4324	1
7	4359	1
7	4380	9
7	4420	1
7	4426	1
7	4427	1
7	4440	1
7	4465	1
7	4468	2
7	4471	4
7	4478	1
7	4534	2
7	4537	4
7	4555	2
7	4558	1
7	4559	2
7	4563	1
7	4612	1
7	4623	2
7	4628	3
7	4643	5
7	4700	2
7	4704	2
7	4709	1
7	4729	1
7	4743	4
7	4747	17
7	4758	1
7	4772	3
7	4806	5
7	4812	1
7	4831	1
7	4833	1
7	4836	4
7	4998	1
7	5039	2
7	5062	1
7	5086	1
7	5120	2
7	5122	1
7	5154	1
7	5370	3
7	5375	1
7	5376	1
7	5393	3
7	5431	1
7	5439	1
7	5491	1
7	5520	2
7	5615	1
7	5642	1
7	5734	1
7	5811	1
7	5836	1
7	5857	1
7	5859	2
7	5861	1
7	5870	1
7	5874	1
7	5914	1
7	5917	1
7	5926	1
7	6035	1
7	6159	1
7	6237	1
7	6241	1
7	6260	1
7	6348	1
7	6353	6
7	6354	1
7	6428	4
7	6586	1
7	6629	1
7	6768	2
7	6786	1
7	6842	1
7	6993	2
7	7041	1
7	7044	1
7	7064	1
7	7090	1
7	7104	2
7	7105	1
7	7134	1
7	7208	1
7	7219	1
7	7536	1
7	7563	1
7	7604	1
7	7662	6
7	7687	1
7	7733	1
7	7967	1
7	8042	1
7	8062	2
7	8110	1
7	8128	1
7	8145	3
7	8316	1
7	8394	1
7	8431	1
7	8478	1
7	8537	1
7	8651	1
7	8652	1
7	8682	1
7	8696	3
7	8759	1
7	8889	1
7	8963	1
7	9018	1
7	9046	1
7	9052	1
7	9065	1
7	9096	1
7	9211	1
7	9213	1
7	9308	1
7	9362	1
7	9423	1
7	9535	1
7	10065	1
7	10198	1
7	10284	1
7	10422	2
7	10564	1
7	10786	1
7	10869	1
7	10901	1
7	10917	1
7	10972	1
7	11399	1
7	11441	1
7	11712	1
7	11718	1
7	11803	2
7	12031	1
7	12038	1
7	12070	1
7	12937	1
7	12987	1
7	13023	1
7	13034	2
7	13036	2
7	13040	1
7	13048	1
7	13811	1
7	13822	1
7	13834	1
7	13884	1
7	13885	1
7	13908	1
7	14252	2
7	14331	1
7	14374	1
7	14498	2
7	14706	1
7	14733	2
7	14851	1
7	14941	1
7	15097	1
7	15125	1
7	15151	1
7	15229	2
7	15630	1
7	15636	1
7	15676	1
7	15827	1
7	16002	7
7	16115	1
7	16211	1
7	16472	1
7	16672	1
7	16689	1
7	16745	1
7	17127	6
7	17331	1
7	17401	1
7	17525	4
7	17899	1
7	18286	2
7	18496	1
7	19263	2
7	19380	1
7	19657	1
7	20328	1
7	20341	1
7	21244	1
7	22025	1
7	23468	2
7	23532	1
7	25465	1
7	28395	5
7	30045	1
7	30047	1
7	30248	6
7	30299	2
7	30707	3
7	31138	1
7	31889	1
7	33381	1
7	34416	1
7	34798	1
7	38904	1
7	39468	1
7	40918	1
7	41756	1
7	42132	1
7	42391	1
7	43666	5
7	45686	1
7	45902	1
7	48241	1
7	50592	1
7	51866	1
7	55104	1
7	58184	1
7	58536	1
7	60133	1
7	60887	1
7	65241	1
7	65838	1
7	69030	1
7	70481	1
7	70762	1
7	71621	1
7	72797	1
7	73496	1
7	73852	1
7	75570	1
7	77552	1
7	79385	1
7	80013	1
7	87385	2
7	87660	1
7	87817	1
7	90739	1
7	92779	1
7	92932	1
7	92941	1
7	92957	1
7	92965	1
7	93040	1
7	93058	1
7	93067	1
7	93304	1
7	93315	1
7	93832	1
7	94874	1
7	96614	3
7	100355	2
7	101148	2
7	102657	1
7	116568	4
7	119217	1
7	125990	1
7	126734	1
7	129182	1
7	129352	1
7	132111	1
7	133751	1
7	137937	12
7	138484	1
7	144372	1
7	144528	1
7	145725	1
7	145996	1
7	149916	1
7	151057	1
7	153635	1
7	157583	3
7	158570	5
7	159000	7
7	161919	1
7	165615	1
7	167346	1
7	171985	1
7	172248	1
7	177467	1
7	182147	1
7	190658	1
7	191779	1
7	203105	1
7	210482	1
7	212938	1
7	238830	1
7	241443	1
7	245577	1
7	249804	1
7	249809	5
7	250160	2
7	254345	5
7	254351	3
7	254356	4
7	254406	2
7	254407	1
7	257862	1
7	257863	1
7	257864	1
7	257865	1
7	257866	1
7	257867	1
7	257868	1
7	257869	1
7	257870	1
7	257871	1
7	257872	1
7	257873	1
7	257874	1
7	257875	1
7	257876	1
7	257877	1
7	257878	1
7	257879	1
7	257880	1
7	257881	1
7	257882	1
7	257883	1
7	257884	1
7	257885	1
7	257886	1
7	257887	1
7	257888	1
7	257889	1
7	257890	1
7	257891	1
7	257892	1
7	257893	1
8	0	1
8	85	2
8	94	2
8	98	2
8	111	6
8	256	1
8	585	4
8	690	1
8	966	1
8	1994	1
8	2073	1
8	2380	3
8	2398	1
8	2699	1
8	3153	1
8	4350	2
8	5422	1
8	6159	1
8	9863	2
8	9973	1
8	10491	1
8	11005	1
8	14296	1
8	17462	3
8	17973	2
8	18975	2
8	19243	2
8	19302	2
8	28660	1
8	28661	1
8	28943	1
8	31524	3
8	33355	1
8	48512	1
8	59268	4
8	111508	1
8	254139	1
8	257253	1
8	257254	1
8	257255	1
8	257256	1
9	0	1
9	46	1
9	142	1
9	258	1
9	372	1
9	674	1
9	1088	1
9	3526	1
9	4374	1
9	4684	1
9	4922	1
9	7924	1
9	17082	1
9	62086	1
10	0	1
10	3	1
10	140	1
10	410	1
10	674	1
10	788	1
10	1257	1
10	2199	1
10	3773	1
10	4714	1
10	118612	1
11	0	1
11	111	3
11	270	1
11	379	1
11	400	1
11	532	1
11	788	1
11	852	1
11	855	1
11	870	1
11	874	1
11	1199	1
11	1221	1
11	1454	1
11	1682	1
11	2341	2
11	2461	1
11	2749	1
11	2769	1
11	3996	2
11	5101	1
11	5917	1
11	8763	1
11	8764	1
11	8765	1
11	8787	1
11	13103	1
11	15421	2
11	56554	2
11	65217	1
12	0	1
12	86	1
12	91	1
12	375	2
12	376	1
12	379	2
12	411	2
12	2342	2
12	2463	1
12	2562	1
12	3429	2
12	4007	1
12	5205	1
12	8765	3
12	13527	2
12	14626	2
12	61797	2
12	73496	1
12	82704	1
13	0	1
13	73	1
13	111	5
13	139	1
13	141	1
13	278	2
13	283	1
13	377	1
13	411	1
13	503	1
13	546	1
13	585	3
13	641	1
13	749	1
13	772	1
13	905	1
13	906	1
13	1536	1
13	1665	2
13	2411	2
13	2412	1
13	2541	1
13	2683	1
13	3252	1
13	3272	1
13	3427	1
13	3879	1
13	3958	1
13	4700	1
13	4738	1
13	7014	2
13	12286	1
13	12874	1
13	24382	1
13	45877	1
13	50136	1
13	177458	1
14	0	1
14	38	2
14	53	2
14	85	2
14	91	2
14	98	2
14	111	6
14	140	1
14	261	2
14	585	4
14	778	2
14	1228	2
14	2341	2
14	2380	3
14	2398	1
14	3344	1
14	3885	1
14	5422	1
14	8765	2
14	8951	1
14	9276	14
14	17973	2
14	19302	2
14	23095	1
14	28660	1
14	28661	1
14	59268	3
14	253881	1
14	254139	15
14	257263	1
14	257264	1
15	0	1
15	53	1
15	85	2
15	91	2
15	98	2
15	111	4
15	261	2
15	464	1
15	585	3
15	966	1
15	1509	1
15	2380	3
15	2398	1
15	2933	1
15	5422	1
15	6830	1
15	9863	2
15	14296	1
15	17973	2
15	19302	2
15	28943	1
15	45132	1
15	59268	3
15	76936	1
15	254139	1
15	257265	1
16	0	1
16	5	1
16	11	4
16	83	1
16	111	2
16	247	2
16	278	1
16	283	1
16	424	6
16	492	1
16	506	3
16	520	4
16	753	2
16	905	1
16	957	1
16	997	2
16	1089	1
16	1107	4
16	1270	3
16	1536	1
16	1540	1
16	1567	3
16	2146	1
16	2229	1
16	2978	4
16	3014	1
16	3862	2
16	4124	3
16	4329	1
16	4559	1
16	4640	3
16	5787	4
16	6159	2
16	11739	1
16	11803	3
16	12042	1
16	12937	1
16	18898	5
16	22365	4
16	24677	1
16	29625	2
16	40067	1
16	171839	1
16	171840	1
16	171841	1
16	171842	1
16	189366	1
16	189367	1
17	0	1
17	111	7
17	135	1
17	140	1
17	227	1
17	261	1
17	264	1
17	265	1
17	267	3
17	296	1
17	298	1
17	299	1
17	327	2
17	376	1
17	383	1
17	400	5
17	411	1
17	534	1
17	567	1
17	632	1
17	674	3
17	703	1
17	830	1
17	933	1
17	997	1
17	1123	1
17	1124	2
17	1150	1
17	1287	1
17	1341	1
17	1404	1
17	1456	1
17	2004	1
17	2035	1
17	2042	1
17	2153	1
17	2188	1
17	2243	1
17	2266	1
17	2750	1
17	2759	1
17	2844	1
17	3101	1
17	3119	1
17	3198	3
17	3347	1
17	3429	1
17	4106	1
17	4552	1
17	4824	1
17	5422	1
17	5569	1
17	5824	2
17	6719	1
17	13095	1
17	14130	1
17	14395	1
17	14777	1
17	15325	2
17	15458	1
17	16628	1
17	17945	7
17	18009	1
17	19140	1
17	19266	1
17	20116	2
17	20856	1
17	24967	2
17	30291	1
17	43364	3
17	43574	1
17	44633	2
17	50355	1
17	56447	1
17	63664	1
17	77590	2
17	94884	10
17	108334	3
17	108807	2
17	144730	1
17	258454	1
18	0	1
18	85	1
18	86	1
18	87	2
18	89	1
18	90	2
18	91	1
18	95	1
18	98	1
18	224	1
18	261	1
18	989	1
18	1045	1
18	1322	2
18	14209	2
19	0	1
19	51	1
19	85	1
19	86	1
19	87	2
19	89	1
19	90	2
19	91	1
19	95	1
19	98	1
19	134	1
19	135	1
19	261	1
19	419	1
19	1045	1
19	1322	2
19	1402	1
19	2104	1
19	3102	1
19	14209	2
19	22192	1
19	111145	1
20	0	1
20	51	1
20	53	1
20	255	1
20	490	1
20	742	1
20	959	1
20	1412	1
20	1513	1
20	1629	1
20	1667	1
20	2042	1
20	2118	1
20	3150	1
20	3840	1
20	3922	1
20	3950	1
20	6201	1
20	13903	1
20	54238	1
21	0	1
21	283	1
21	290	1
21	659	1
21	831	1
21	959	1
21	1327	1
21	1361	1
21	1513	1
21	3306	1
21	3502	1
21	6905	3
21	13903	1
21	14276	1
21	54238	1
21	91007	1
21	111240	1
22	0	1
22	4	1
22	53	2
22	64	1
22	67	1
22	85	1
22	87	3
22	95	1
22	98	1
22	261	1
22	266	1
22	283	1
22	337	1
22	546	2
22	661	2
22	696	1
22	697	1
22	740	1
22	744	1
22	754	1
22	834	1
22	908	1
22	909	1
22	1178	1
22	1411	1
22	1420	6
22	1476	1
22	1592	1
22	2009	1
22	2411	1
22	2423	1
22	2541	1
22	2685	1
22	2746	1
22	3491	1
22	3614	1
22	4444	1
22	8940	1
22	12038	1
22	12164	1
22	13514	2
22	16552	1
22	16968	1
22	17506	1
22	25834	1
22	30317	1
22	62169	1
22	171881	2
22	174054	1
22	187408	1
22	258455	1
22	258456	1
22	258457	1
23	0	1
23	19	1
23	53	2
23	64	1
23	67	1
23	85	1
23	87	1
23	95	1
23	98	1
23	104	1
23	227	3
23	261	1
23	283	1
23	538	1
23	697	1
23	742	1
23	744	1
23	754	1
23	834	1
23	1178	2
23	1233	1
23	1359	1
23	1420	1
23	1511	1
23	1592	1
23	1817	1
23	2018	1
23	2157	1
23	2411	1
23	2541	1
23	3483	1
23	3614	1
23	3906	1
23	7232	1
23	8940	1
23	9973	1
23	11676	1
23	12164	1
23	13514	1
23	16552	1
23	21382	1
23	30317	1
23	57434	1
23	60052	1
23	156178	1
23	174054	1
23	239229	1
24	0	1
24	4	1
24	5	1
24	87	1
24	95	1
24	98	1
24	261	1
24	546	1
24	612	2
24	988	2
24	1084	1
24	1359	1
24	1420	4
24	2018	1
24	2411	1
24	2459	1
24	3484	2
24	3614	1
24	4321	1
24	5507	2
24	9973	1
24	12729	1
24	13514	1
24	174054	1
24	239229	1
25	0	1
25	5	1
25	85	1
25	87	4
25	91	1
25	95	1
25	98	1
25	261	1
25	266	2
25	337	2
25	546	2
25	661	1
25	733	1
25	740	1
25	744	1
25	908	2
25	909	2
25	1411	1
25	1420	6
25	1475	1
25	1476	1
25	1507	1
25	2009	2
25	2411	3
25	2541	1
25	2746	1
25	3491	1
25	4204	1
25	4444	1
25	9211	1
25	12038	1
25	13514	3
25	17506	1
25	25834	1
25	28002	1
25	62169	1
25	171881	2
25	174054	2
25	187408	2
25	258456	1
25	258457	1
26	0	1
26	86	1
26	87	1
26	94	1
26	95	1
26	98	1
26	111	1
26	661	1
26	981	2
26	989	3
26	1420	3
